"Time","Subsystem #1|PMU|PMU1|PMU1|IAp4-1an","Subsystem #1|PMU|PMU1|PMU1|IAp4-1ma","Subsystem #1|PMU|PMU1|PMU1|IBp5-1an","Subsystem #1|PMU|PMU1|PMU1|IBp5-1ma","Subsystem #1|PMU|PMU1|PMU1|ICp6-1an","Subsystem #1|PMU|PMU1|PMU1|ICp6-1ma","Subsystem #1|PMU|PMU1|PMU1|PMU1freq","Subsystem #1|PMU|PMU1|PMU1|PMU1rocof","Subsystem #1|PMU|PMU1|PMU1|VAp1-1an","Subsystem #1|PMU|PMU1|PMU1|VAp1-1ma","Subsystem #1|PMU|PMU1|PMU1|VBp2-1an","Subsystem #1|PMU|PMU1|PMU1|VBp2-1ma","Subsystem #1|PMU|PMU1|PMU1|VCp3-1an","Subsystem #1|PMU|PMU1|PMU1|VCp3-1ma"
0.0,-0.3019551635,4663.249512,-2.396349669,4663.262207,1.792437792,4663.257813,60.03300476,-1.099965957E-4,-0.2955609262,10926.29297,-2.389955521,10926.32422,1.798832059,10926.31348
0.015,-0.3019551635,4663.249512,-2.396349669,4663.262207,1.792437792,4663.257813,60.03300476,-1.099965957E-4,-0.2955609262,10926.29297,-2.389955521,10926.32422,1.798832059,10926.31348
0.03,-0.2950445116,4663.257813,-2.389437437,4663.249023,1.799353242,4663.262207,60.03300476,-1.527110044E-6,-0.2886503637,10926.3125,-2.383043289,10926.29395,1.805747509,10926.32324
0.045,-0.2950445116,4663.257813,-2.389437437,4663.249023,1.799353242,4663.262207,60.03300476,-1.527110044E-6,-0.2886503637,10926.3125,-2.383043289,10926.29395,1.805747509,10926.32324
0.06,-0.2881289721,4663.265137,-2.382527113,4663.259277,1.806265593,4663.25,60.03300476,8.053077909E-5,-0.2817347944,10926.3291,-2.376132965,10926.31738,1.81265986,10926.2959
0.075,-0.2881289721,4663.265137,-2.382527113,4663.259277,1.806265593,4663.25,60.03300476,8.053077909E-5,-0.2817347944,10926.3291,-2.376132965,10926.31738,1.81265986,10926.2959
0.09,-0.2881289721,4663.265137,-2.382527113,4663.259277,1.806265593,4663.25,60.03300476,8.053077909E-5,-0.2817347944,10926.3291,-2.376132965,10926.31738,1.81265986,10926.2959
0.105,-0.2812167704,4663.249512,-2.375611544,4663.262207,1.813176155,4663.257324,60.03300476,-2.049037357E-5,-0.2748225629,10926.29297,-2.369217396,10926.32422,1.819570303,10926.3125
0.12,-0.2812167704,4663.249512,-2.375611544,4663.262207,1.813176155,4663.257324,60.03300476,-2.049037357E-5,-0.2748225629,10926.29297,-2.369217396,10926.32422,1.819570303,10926.3125
0.135,-0.2743062079,4663.257813,-2.368699074,4663.249512,1.820091486,4663.262207,60.03300476,-3.884610123E-5,-0.2679120302,10926.31152,-2.362304926,10926.29395,1.826485753,10926.32422
0.15,-0.2743062079,4663.257813,-2.368699074,4663.249512,1.820091486,4663.262207,60.03300476,-3.884610123E-5,-0.2679120302,10926.31152,-2.362304926,10926.29395,1.826485753,10926.32422
0.165,-0.2673906982,4663.265137,-2.36178875,4663.259277,1.827003956,4663.25,60.03300476,1.196390294E-4,-0.2609965205,10926.33008,-2.355394602,10926.31738,1.833398223,10926.29492
0.18,-0.2673906982,4663.265137,-2.36178875,4663.259277,1.827003956,4663.25,60.03300476,1.196390294E-4,-0.2609965205,10926.33008,-2.355394602,10926.31738,1.833398223,10926.29492
0.195,-0.2604784071,4663.249512,-2.35487318,4663.262695,1.833914399,4663.257324,60.03300476,-1.000461489E-4,-0.2540841997,10926.29395,-2.348479033,10926.32422,1.840308666,10926.31152
0.21,-0.2604784071,4663.249512,-2.35487318,4663.262695,1.833914399,4663.257324,60.03300476,-1.000461489E-4,-0.2540841997,10926.29395,-2.348479033,10926.32422,1.840308666,10926.31152
0.225,-0.2604784071,4663.249512,-2.35487318,4663.262695,1.833914399,4663.257324,60.03300476,-1.000461489E-4,-0.2540841997,10926.29395,-2.348479033,10926.32422,1.840308666,10926.31152
0.24,-0.253567934,4663.257324,-2.347960711,4663.249512,1.84082973,4663.262207,60.03300476,-5.570338544E-5,-0.2471736819,10926.31152,-2.341566563,10926.29395,1.847223997,10926.32422
0.255,-0.253567934,4663.257324,-2.347960711,4663.249512,1.84082973,4663.262207,60.03300476,-5.570338544E-5,-0.2471736819,10926.31152,-2.341566563,10926.29395,1.847223997,10926.32422
0.27,-0.246652469,4663.265625,-2.341050386,4663.258789,1.847742438,4663.250488,60.03300476,8.732757851E-5,-0.2402583212,10926.33105,-2.334656239,10926.31641,1.854136705,10926.2959
0.285,-0.246652469,4663.265625,-2.341050386,4663.258789,1.847742438,4663.250488,60.03300476,8.732757851E-5,-0.2402583212,10926.33105,-2.334656239,10926.31641,1.854136705,10926.2959
0.3,-0.239740029,4663.249512,-2.334135056,4663.262695,1.854652762,4663.256836,60.03300476,-5.355518806E-5,-0.2333457917,10926.29395,-2.327740669,10926.3252,1.86104691,10926.31055
0.315,-0.239740029,4663.249512,-2.334135056,4663.262695,1.854652762,4663.256836,60.03300476,-5.355518806E-5,-0.2333457917,10926.29395,-2.327740669,10926.3252,1.86104691,10926.31055
0.33,-0.2328295857,4663.256836,-2.327222347,4663.249512,1.861568093,4663.262695,60.03300476,-5.160626824E-5,-0.2264354229,10926.31055,-2.320828199,10926.29492,1.867962241,10926.3252
0.345,-0.2328295857,4663.256836,-2.327222347,4663.249512,1.861568093,4663.262695,60.03300476,-5.160626824E-5,-0.2264354229,10926.31055,-2.320828199,10926.29492,1.867962241,10926.3252
0.36,-0.2259141952,4663.265625,-2.320312262,4663.258301,1.868480802,4663.250488,60.03300476,5.627211067E-5,-0.2195200026,10926.33105,-2.313917875,10926.31543,1.874875069,10926.29688
0.375,-0.2259141952,4663.265625,-2.320312262,4663.258301,1.868480802,4663.250488,60.03300476,5.627211067E-5,-0.2195200026,10926.33105,-2.313917875,10926.31543,1.874875069,10926.29688
0.39,-0.2259141952,4663.265625,-2.320312262,4663.258301,1.868480802,4663.250488,60.03300476,5.627211067E-5,-0.2195200026,10926.33105,-2.313917875,10926.31543,1.874875069,10926.29688
0.405,-0.2190016359,4663.25,-2.313396692,4663.262695,1.875391126,4663.256348,60.03300476,-8.020537643E-5,-0.2126074433,10926.29492,-2.307002544,10926.32617,1.881785274,10926.31055
0.42,-0.2190016359,4663.25,-2.313396692,4663.262695,1.875391126,4663.256348,60.03300476,-8.020537643E-5,-0.2126074433,10926.29492,-2.307002544,10926.32617,1.881785274,10926.31055
0.435,-0.212091282,4663.256836,-2.306483984,4663.249512,1.882306337,4663.262695,60.03300476,-5.567440439E-6,-0.2056970894,10926.30957,-2.300089836,10926.29492,1.888700485,10926.3252
0.45,-0.212091282,4663.256836,-2.306483984,4663.249512,1.882306337,4663.262695,60.03300476,-5.567440439E-6,-0.2056970894,10926.30957,-2.300089836,10926.29492,1.888700485,10926.3252
0.465,-0.2051759511,4663.265625,-2.299573898,4663.258301,1.889219165,4663.250488,60.03300476,1.020859563E-4,-0.1987817734,10926.33203,-2.29317975,10926.31445,1.895613432,10926.29688
0.48,-0.2051759511,4663.265625,-2.299573898,4663.258301,1.889219165,4663.250488,60.03300476,1.020859563E-4,-0.1987817734,10926.33203,-2.29317975,10926.31445,1.895613432,10926.29688
0.495,-0.1982632577,4663.25,-2.292658567,4663.262695,1.89612937,4663.255859,60.03300476,-1.000443353E-5,-0.191869095,10926.29395,-2.286264181,10926.32617,1.902523637,10926.30957
0.51,-0.1982632577,4663.25,-2.292658567,4663.262695,1.89612937,4663.255859,60.03300476,-1.000443353E-5,-0.191869095,10926.29395,-2.286264181,10926.32617,1.902523637,10926.30957
0.525,-0.1982632577,4663.25,-2.292658567,4663.262695,1.89612937,4663.255859,60.03300476,-1.000443353E-5,-0.191869095,10926.29395,-2.286264181,10926.32617,1.902523637,10926.30957
0.54,-0.1913529634,4663.256348,-2.285745621,4663.25,1.903044581,4663.262695,60.03300476,-2.72887155E-5,-0.1849587858,10926.30957,-2.279351473,10926.29492,1.909438848,10926.3252
0.555,-0.1913529634,4663.256348,-2.285745621,4663.25,1.903044581,4663.262695,60.03300476,-2.72887155E-5,-0.1849587858,10926.30957,-2.279351473,10926.29492,1.909438848,10926.3252
0.57,-0.1844376922,4663.266113,-2.278835535,4663.257813,1.909957528,4663.250488,60.03300476,1.161723703E-4,-0.1780435443,10926.33203,-2.272441387,10926.31348,1.916351795,10926.29688
0.585,-0.1844376922,4663.266113,-2.278835535,4663.257813,1.909957528,4663.250488,60.03300476,1.161723703E-4,-0.1780435443,10926.33203,-2.272441387,10926.31348,1.916351795,10926.29688
0.6,-0.1775248945,4663.25,-2.271920204,4663.263184,1.916867733,4663.255859,60.03300476,-5.404706462E-5,-0.1711306572,10926.29492,-2.265526056,10926.32617,1.923261881,10926.30859
0.615,-0.1775248945,4663.25,-2.271920204,4663.263184,1.916867733,4663.255859,60.03300476,-5.404706462E-5,-0.1711306572,10926.29492,-2.265526056,10926.32617,1.923261881,10926.30859
0.63,-0.17061463,4663.255859,-2.265007257,4663.25,1.923782825,4663.263184,60.03300476,-1.645914563E-5,-0.1642204374,10926.30859,-2.258612871,10926.2959,1.930176973,10926.3252
0.645,-0.17061463,4663.255859,-2.265007257,4663.25,1.923782825,4663.263184,60.03300476,-1.645914563E-5,-0.1642204374,10926.30859,-2.258612871,10926.2959,1.930176973,10926.3252
0.66,-0.1636994481,4663.266113,-2.258097172,4663.257324,1.930695891,4663.250977,60.03300476,8.848607104E-5,-0.1573052853,10926.33301,-2.251703024,10926.3125,1.937090158,10926.29785
0.675,-0.1636994481,4663.266113,-2.258097172,4663.257324,1.930695891,4663.250977,60.03300476,8.848607104E-5,-0.1573052853,10926.33301,-2.251703024,10926.3125,1.937090158,10926.29785
0.69,-0.1636994481,4663.266113,-2.258097172,4663.257324,1.930695891,4663.250977,60.03300476,8.848607104E-5,-0.1573052853,10926.33301,-2.251703024,10926.3125,1.937090158,10926.29785
0.705,-0.1567865163,4663.250488,-2.251181841,4663.263184,1.937605977,4663.255371,60.03300476,1.213573455E-6,-0.1503923088,10926.29492,-2.244787693,10926.32617,1.944000244,10926.30762
0.72,-0.1567865163,4663.250488,-2.251181841,4663.263184,1.937605977,4663.255371,60.03300476,1.213573455E-6,-0.1503923088,10926.29492,-2.244787693,10926.32617,1.944000244,10926.30762
0.735,-0.1498763263,4663.255859,-2.244268894,4663.25,1.94452107,4663.263184,60.03300476,-5.106533536E-6,-0.1434821784,10926.30762,-2.237874508,10926.2959,1.950915337,10926.32617
0.75,-0.1498763263,4663.255859,-2.244268894,4663.25,1.94452107,4663.263184,60.03300476,-5.106533536E-6,-0.1434821784,10926.30762,-2.237874508,10926.2959,1.950915337,10926.32617
0.765,-0.1429612041,4663.266113,-2.237358809,4663.256836,1.951434374,4663.250977,60.03300476,9.41478429E-5,-0.1365670413,10926.33203,-2.230964661,10926.3125,1.957828522,10926.29785
0.78,-0.1429612041,4663.266113,-2.237358809,4663.256836,1.951434374,4663.250977,60.03300476,9.41478429E-5,-0.1365670413,10926.33203,-2.230964661,10926.3125,1.957828522,10926.29785
0.795,-0.1360481679,4663.250488,-2.230443716,4663.263184,1.95834434,4663.255371,60.03300476,-1.619508839E-5,-0.1296539456,10926.2959,-2.224049568,10926.32715,1.964738607,10926.30664
0.81,-0.1360481679,4663.250488,-2.230443716,4663.263184,1.95834434,4663.255371,60.03300476,-1.619508839E-5,-0.1296539456,10926.2959,-2.224049568,10926.32715,1.964738607,10926.30664
0.825,-0.1360481679,4663.250488,-2.230443716,4663.263184,1.95834434,4663.255371,60.03300476,-1.619508839E-5,-0.1296539456,10926.2959,-2.224049568,10926.32715,1.964738607,10926.30664
0.84,-0.1291379929,4663.255371,-2.223530531,4663.250488,1.965259314,4663.263184,60.03300476,5.375869023E-6,-0.1227438003,10926.30664,-2.217136145,10926.29688,1.971653581,10926.32617
0.855,-0.1291379929,4663.255371,-2.223530531,4663.250488,1.965259314,4663.263184,60.03300476,5.375869023E-6,-0.1227438003,10926.30664,-2.217136145,10926.29688,1.971653581,10926.32617
0.87,-0.1222229674,4663.266602,-2.216620684,4663.256836,1.972172737,4663.251465,60.03300476,1.181224652E-4,-0.1158287749,10926.33301,-2.210226297,10926.31055,1.978566885,10926.29883
0.885,-0.1222229674,4663.266602,-2.216620684,4663.256836,1.972172737,4663.251465,60.03300476,1.181224652E-4,-0.1158287749,10926.33301,-2.210226297,10926.31055,1.978566885,10926.29883
0.9,-0.1153097749,4663.250488,-2.209705353,4663.263184,1.979082704,4663.254883,60.03300476,-6.417120312E-5,-0.1089155748,10926.2959,-2.203311205,10926.32715,1.985476971,10926.30664
0.915,-0.1153097749,4663.250488,-2.209705353,4663.263184,1.979082704,4663.254883,60.03300476,-6.417120312E-5,-0.1089155748,10926.2959,-2.203311205,10926.32715,1.985476971,10926.30664
0.93,-0.1083996594,4663.254883,-2.202792168,4663.250488,1.985997558,4663.263184,60.03300476,-1.382532537E-5,-0.1020054892,10926.30566,-2.19639802,10926.29688,1.992391825,10926.32715
0.945,-0.1083996594,4663.254883,-2.202792168,4663.250488,1.985997558,4663.263184,60.03300476,-1.382532537E-5,-0.1020054892,10926.30566,-2.19639802,10926.29688,1.992391825,10926.32715
0.96,-0.1014847308,4663.266602,-2.19588232,4663.256348,1.9929111,4663.251465,60.03300476,7.119060319E-5,-0.09509055316,10926.33301,-2.189487934,10926.31055,1.999305248,10926.2998
0.975,-0.1014847308,4663.266602,-2.19588232,4663.256348,1.9929111,4663.251465,60.03300476,7.119060319E-5,-0.09509055316,10926.33301,-2.189487934,10926.31055,1.999305248,10926.2998
0.99,-0.1014847308,4663.266602,-2.19588232,4663.256348,1.9929111,4663.251465,60.03300476,7.119060319E-5,-0.09509055316,10926.33301,-2.189487934,10926.31055,1.999305248,10926.2998
1.005,-0.09457141906,4663.250977,-2.188967228,4663.263672,1.999820948,4663.254395,60.03300476,-6.714394112E-5,-0.08817723393,10926.29688,-2.18257308,10926.32715,2.006215334,10926.30566
1.02,-0.09457141906,4663.250977,-2.188967228,4663.263672,1.999820948,4663.254395,60.03300476,-6.714394112E-5,-0.08817723393,10926.29688,-2.18257308,10926.32715,2.006215334,10926.30566
1.035,-0.08766134828,4663.254883,-2.182053804,4663.250977,2.006735802,4663.263672,60.03300476,-2.389721203E-7,-0.08126715571,10926.30469,-2.175659418,10926.29785,2.01312995,10926.32715
1.05,-0.08766134828,4663.254883,-2.182053804,4663.250977,2.006735802,4663.263672,60.03300476,-2.389721203E-7,-0.08126715571,10926.30469,-2.175659418,10926.29785,2.01312995,10926.32715
1.065,-0.08074647933,4663.266602,-2.175143957,4663.255859,2.013649464,4663.251953,60.03300476,1.210249029E-4,-0.07435231656,10926.33301,-2.168749809,10926.30859,2.020043612,10926.2998
1.08,-0.08074647933,4663.266602,-2.175143957,4663.255859,2.013649464,4663.251953,60.03300476,1.210249029E-4,-0.07435231656,10926.33301,-2.168749809,10926.30859,2.020043612,10926.2998
1.095,-0.07383305579,4663.251465,-2.168228865,4663.263672,2.020559311,4663.254395,60.03300476,-8.898093802E-5,-0.06743884087,10926.29688,-2.161834717,10926.32715,2.026953459,10926.30469
1.11,-0.07383305579,4663.251465,-2.168228865,4663.263672,2.020559311,4663.254395,60.03300476,-8.898093802E-5,-0.06743884087,10926.29688,-2.161834717,10926.32715,2.026953459,10926.30469
1.125,-0.07383305579,4663.251465,-2.168228865,4663.263672,2.020559311,4663.254395,60.03300476,-8.898093802E-5,-0.06743884087,10926.29688,-2.161834717,10926.32715,2.026953459,10926.30469
1.14,-0.06692300737,4663.254395,-2.161315441,4663.250977,2.027474165,4663.263672,60.03300476,-5.057774615E-5,-0.06052880362,10926.30469,-2.154921293,10926.29785,2.033868313,10926.32715
1.155,-0.06692300737,4663.254395,-2.161315441,4663.250977,2.027474165,4663.263672,60.03300476,-5.057774615E-5,-0.06052880362,10926.30469,-2.154921293,10926.29785,2.033868313,10926.32715
1.17,-0.06000823528,4663.266602,-2.154405594,4663.255859,2.034387827,4663.251953,60.03300476,1.722974994E-4,-0.05361406878,10926.33398,-2.148011446,10926.30859,2.040781975,10926.30078
1.185,-0.06000823528,4663.266602,-2.154405594,4663.255859,2.034387827,4663.251953,60.03300476,1.722974994E-4,-0.05361406878,10926.33398,-2.148011446,10926.30859,2.040781975,10926.30078
1.2,-0.0530946888,4663.251465,-2.14749074,4663.263672,2.041297674,4663.253906,60.03300476,-1.295386937E-5,-0.04670051858,10926.29785,-2.141096592,10926.32813,2.047691822,10926.30469
1.215,-0.0530946888,4663.251465,-2.14749074,4663.263672,2.041297674,4663.253906,60.03300476,-1.295386937E-5,-0.04670051858,10926.29785,-2.141096592,10926.32813,2.047691822,10926.30469
1.23,-0.04618467763,4663.253906,-2.140577078,4663.251465,2.04821229,4663.263672,60.03300476,-4.161212564E-5,-0.03979052603,10926.30371,-2.134182692,10926.29785,2.054606438,10926.32715
1.245,-0.04618467763,4663.253906,-2.140577078,4663.251465,2.04821229,4663.263672,60.03300476,-4.161212564E-5,-0.03979052603,10926.30371,-2.134182692,10926.29785,2.054606438,10926.32715
1.26,-0.03927000985,4663.26709,-2.133667231,4663.255371,2.05512619,4663.252441,60.03300476,9.759279055E-5,-0.03287584707,10926.33398,-2.127273083,10926.30762,2.061520338,10926.30078
1.275,-0.03927000985,4663.26709,-2.133667231,4663.255371,2.05512619,4663.252441,60.03300476,9.759279055E-5,-0.03287584707,10926.33398,-2.127273083,10926.30762,2.061520338,10926.30078
1.29,-0.03927000985,4663.26709,-2.133667231,4663.255371,2.05512619,4663.252441,60.03300476,9.759279055E-5,-0.03287584707,10926.33398,-2.127273083,10926.30762,2.061520338,10926.30078
1.305,-0.03235633299,4663.251465,-2.126752377,4663.263672,2.062036037,4663.253418,60.03300476,-1.148992596E-4,-0.02596213296,10926.29883,-2.120358229,10926.32813,2.068430185,10926.30371
1.32,-0.03235633299,4663.251465,-2.126752377,4663.263672,2.062036037,4663.253418,60.03300476,-1.148992596E-4,-0.02596213296,10926.29883,-2.120358229,10926.32813,2.068430185,10926.30371
1.335,-0.02544634044,4663.253906,-2.119838715,4663.251465,2.068950653,4663.263672,60.03300476,-2.880095963E-5,-0.01905213855,10926.30273,-2.113444567,10926.29883,2.075344801,10926.32715
1.35,-0.02544634044,4663.253906,-2.119838715,4663.251465,2.068950653,4663.263672,60.03300476,-2.880095963E-5,-0.01905213855,10926.30273,-2.113444567,10926.29883,2.075344801,10926.32715
1.365,-0.01853175834,4663.266602,-2.112928867,4663.254883,2.075864553,4663.252441,60.03300476,8.549267659E-5,-0.01213759556,10926.33398,-2.106534719,10926.30762,2.082258701,10926.30176
1.38,-0.01853175834,4663.266602,-2.112928867,4663.254883,2.075864553,4663.252441,60.03300476,8.549267659E-5,-0.01213759556,10926.33398,-2.106534719,10926.30762,2.082258701,10926.30176
1.395,-0.0116179809,4663.251953,-2.106014252,4663.263672,2.082774401,4663.253418,60.03300476,-6.805405428E-5,-0.005223765504,10926.29883,-2.099620104,10926.32813,2.089168549,10926.30273
1.41,-0.0116179809,4663.251953,-2.106014252,4663.263672,2.082774401,4663.253418,60.03300476,-6.805405428E-5,-0.005223765504,10926.29883,-2.099620104,10926.32813,2.089168549,10926.30273
1.425,-0.0116179809,4663.251953,-2.106014252,4663.263672,2.082774401,4663.253418,60.03300476,-6.805405428E-5,-0.005223765504,10926.29883,-2.099620104,10926.32813,2.089168549,10926.30273
1.44,-0.004708003253,4663.253418,-2.099100351,4663.251953,2.089688778,4663.263672,60.03300476,2.875339123E-5,0.001686208532,10926.30273,-2.092706203,10926.2998,2.096082926,10926.32715
1.455,-0.004708003253,4663.253418,-2.099100351,4663.251953,2.089688778,4663.263672,60.03300476,2.875339123E-5,0.001686208532,10926.30273,-2.092706203,10926.2998,2.096082926,10926.32715
1.47,0.002206478035,4663.26709,-2.092190504,4663.254395,2.096602917,4663.25293,60.03300476,9.761391266E-5,0.008600652218,10926.33398,-2.085796356,10926.30566,2.102997065,10926.30273
1.485,0.002206478035,4663.26709,-2.092190504,4663.254395,2.096602917,4663.25293,60.03300476,9.761391266E-5,0.008600652218,10926.33398,-2.085796356,10926.30566,2.102997065,10926.30273
1.5,0.009120385163,4663.251953,-2.085275888,4663.263672,2.103512764,4663.25293,60.03300476,-2.870883145E-5,0.01551457401,10926.2998,-2.078881741,10926.32813,2.109906912,10926.30176
1.515,0.009120385163,4663.251953,-2.085275888,4663.263672,2.103512764,4663.25293,60.03300476,-2.870883145E-5,0.01551457401,10926.2998,-2.078881741,10926.32813,2.109906912,10926.30176
1.53,0.01603034325,4663.253418,-2.078361988,4663.251953,2.110427141,4663.263672,60.03300476,-5.771815995E-5,0.02242452465,10926.30176,-2.07196784,10926.30078,2.116821289,10926.32715
1.545,0.01603034325,4663.253418,-2.078361988,4663.251953,2.110427141,4663.263672,60.03300476,-5.771815995E-5,0.02242452465,10926.30176,-2.07196784,10926.30078,2.116821289,10926.32715
1.56,0.02294470184,4663.26709,-2.071452141,4663.254395,2.11734128,4663.253418,60.03300476,1.110527737E-4,0.02933885716,10926.33398,-2.065057993,10926.30566,2.123735428,10926.30273
1.575,0.02294470184,4663.26709,-2.071452141,4663.254395,2.11734128,4663.253418,60.03300476,1.110527737E-4,0.02933885716,10926.33398,-2.065057993,10926.30566,2.123735428,10926.30273
1.59,0.02294470184,4663.26709,-2.071452141,4663.254395,2.11734128,4663.253418,60.03300476,1.110527737E-4,0.02933885716,10926.33398,-2.065057993,10926.30566,2.123735428,10926.30273
1.605,0.02985871211,4663.252441,-2.064537764,4663.26416,2.124251127,4663.25293,60.03300476,-4.056486432E-5,0.03625291958,10926.2998,-2.058143616,10926.32813,2.130645275,10926.30176
1.62,0.02985871211,4663.252441,-2.064537764,4663.26416,2.124251127,4663.25293,60.03300476,-4.056486432E-5,0.03625291958,10926.2998,-2.058143616,10926.32813,2.130645275,10926.30176
1.635,0.0367686823,4663.25293,-2.057623625,4663.252441,2.131165266,4663.263672,60.03300476,1.978840373E-5,0.0431628935,10926.30078,-2.051229477,10926.30078,2.137559414,10926.32813
1.65,0.0367686823,4663.25293,-2.057623625,4663.252441,2.131165266,4663.263672,60.03300476,1.978840373E-5,0.0431628935,10926.30078,-2.051229477,10926.30078,2.137559414,10926.32813
1.665,0.04368293658,4663.26709,-2.050713778,4663.253906,2.138079643,4663.253418,60.03300476,1.357614092E-4,0.0500770919,10926.33398,-2.04431963,10926.30469,2.144473791,10926.30371
1.68,0.04368293658,4663.26709,-2.050713778,4663.253906,2.138079643,4663.253418,60.03300476,1.357614092E-4,0.0500770919,10926.33398,-2.04431963,10926.30469,2.144473791,10926.30371
1.695,0.0505970791,4663.25293,-2.0437994,4663.26416,2.144989491,4663.252441,60.03300476,-8.920330583E-5,0.0569912605,10926.30078,-2.037405252,10926.32813,2.151383638,10926.30078
1.71,0.0505970791,4663.25293,-2.0437994,4663.26416,2.144989491,4663.252441,60.03300476,-8.920330583E-5,0.0569912605,10926.30078,-2.037405252,10926.32813,2.151383638,10926.30078
1.725,0.0505970791,4663.25293,-2.0437994,4663.26416,2.144989491,4663.252441,60.03300476,-8.920330583E-5,0.0569912605,10926.30078,-2.037405252,10926.32813,2.151383638,10926.30078
1.74,0.05750703067,4663.25293,-2.036885262,4663.252441,2.151903629,4663.263672,60.03300476,-2.85212609E-5,0.06390124559,10926.30078,-2.030491114,10926.30176,2.158297777,10926.32715
1.755,0.05750703067,4663.25293,-2.036885262,4663.252441,2.151903629,4663.263672,60.03300476,-2.85212609E-5,0.06390124559,10926.30078,-2.030491114,10926.30176,2.158297777,10926.32715
1.77,0.06442118436,4663.26709,-2.029975414,4663.253418,2.158818007,4663.253906,60.03300476,9.74032082E-5,0.07081535459,10926.33398,-2.023581266,10926.30371,2.165212154,10926.30469
1.785,0.06442118436,4663.26709,-2.029975414,4663.253418,2.158818007,4663.253906,60.03300476,9.74032082E-5,0.07081535459,10926.33398,-2.023581266,10926.30371,2.165212154,10926.30469
1.8,0.07133544981,4663.25293,-2.023061275,4663.26416,2.165727615,4663.252441,60.03300476,-2.062923704E-5,0.07772964984,10926.30176,-2.016666889,10926.32813,2.172122002,10926.30078
1.815,0.07133544981,4663.25293,-2.023061275,4663.26416,2.165727615,4663.252441,60.03300476,-2.062923704E-5,0.07772964984,10926.30176,-2.016666889,10926.32813,2.172122002,10926.30078
1.83,0.07824538648,4663.252441,-2.016146898,4663.25293,2.172641754,4663.263672,60.03300476,2.174127258E-5,0.08463957906,10926.2998,-2.00975275,10926.30176,2.17903614,10926.32813
1.845,0.07824538648,4663.252441,-2.016146898,4663.25293,2.172641754,4663.263672,60.03300476,2.174127258E-5,0.08463957906,10926.2998,-2.00975275,10926.30176,2.17903614,10926.32813
1.86,0.08515942097,4663.26709,-2.009237051,4663.253418,2.17955637,4663.253906,60.03300476,1.279991702E-4,0.09155357629,10926.33398,-2.002842903,10926.30371,2.185950518,10926.30566
1.875,0.08515942097,4663.26709,-2.009237051,4663.253418,2.17955637,4663.253906,60.03300476,1.279991702E-4,0.09155357629,10926.33398,-2.002842903,10926.30371,2.185950518,10926.30566
1.89,0.08515942097,4663.26709,-2.009237051,4663.253418,2.17955637,4663.253906,60.03300476,1.279991702E-4,0.09155357629,10926.33398,-2.002842903,10926.30371,2.185950518,10926.30566
1.905,0.09207378328,4663.25293,-2.002322912,4663.263672,2.186465979,4663.251953,60.03300476,-1.770008384E-5,0.09846796095,10926.30176,-1.995928764,10926.32813,2.192860365,10926.2998
1.92,0.09207378328,4663.25293,-2.002322912,4663.263672,2.186465979,4663.251953,60.03300476,-1.770008384E-5,0.09846796095,10926.30176,-1.995928764,10926.32813,2.192860365,10926.2998
1.935,0.0989837274,4663.251953,-1.995408535,4663.25293,2.193380117,4663.263672,60.03300476,1.969984078E-5,0.1053779051,10926.29883,-1.989014387,10926.30273,2.199774265,10926.32715
1.95,0.0989837274,4663.251953,-1.995408535,4663.25293,2.193380117,4663.263672,60.03300476,1.969984078E-5,0.1053779051,10926.29883,-1.989014387,10926.30273,2.199774265,10926.32715
1.965,0.1058976576,4663.26709,-1.988498807,4663.25293,2.200294733,4663.254395,60.03300476,1.078539208E-4,0.1122918054,10926.33398,-1.98210454,10926.30273,2.206688881,10926.30566
1.98,0.1058976576,4663.26709,-1.988498807,4663.25293,2.200294733,4663.254395,60.03300476,1.078539208E-4,0.1122918054,10926.33398,-1.98210454,10926.30273,2.206688881,10926.30566
1.995,0.1128121242,4663.253418,-1.981584668,4663.263672,2.207204342,4663.251465,60.03300476,-4.127855937E-5,0.1192063242,10926.30273,-1.97519052,10926.32813,2.213598728,10926.29883
2.01,0.1128121242,4663.253418,-1.981584668,4663.263672,2.207204342,4663.251465,60.03300476,-4.127855937E-5,0.1192063242,10926.30273,-1.97519052,10926.32813,2.213598728,10926.29883
2.025,0.1128121242,4663.253418,-1.981584668,4663.263672,2.207204342,4663.251465,60.03300476,-4.127855937E-5,0.1192063242,10926.30273,-1.97519052,10926.32813,2.213598728,10926.29883
2.04,0.1197221056,4663.251953,-1.974670172,4663.253418,2.214118242,4663.263672,60.03300476,-3.098410161E-5,0.1261163205,10926.29883,-1.968276024,10926.30371,2.220512629,10926.32813
2.055,0.1197221056,4663.251953,-1.974670172,4663.253418,2.214118242,4663.263672,60.03300476,-3.098410161E-5,0.1261163205,10926.29883,-1.968276024,10926.30371,2.220512629,10926.32813
2.07,0.126635924,4663.266602,-1.967760444,4663.25293,2.221033096,4663.254883,60.03300476,3.779477265E-5,0.1330300719,10926.33398,-1.961366177,10926.30176,2.227427244,10926.30664
2.085,0.126635924,4663.266602,-1.967760444,4663.25293,2.221033096,4663.254883,60.03300476,3.779477265E-5,0.1330300719,10926.33398,-1.961366177,10926.30176,2.227427244,10926.30664
